date,BTC_drawdown_pct,ETH_drawdown_pct,GOLD_drawdown_pct,ETF_drawdown_pct,EM_drawdown_pct,BOND_drawdown_pct
2018-05-02,-51.68,-47.13,-4.02,-7.65,-11.06,-6.87
2018-05-03,-49.02,-40.02,-3.53,-7.63,-11.25,-6.45
2018-05-04,-49.25,-39.56,-3.33,-6.86,-10.85,-6.31
2018-05-07,-50.96,-42.01,-3.31,-6.71,-11.37,-6.46
2018-05-08,-51.69,-42.08,-3.29,-6.67,-10.87,-6.55
2018-05-09,-51.21,-42.12,-3.49,-6.13,-10.7,-7.11
2018-05-10,-52.68,-44.04,-2.83,-5.17,-8.83,-6.36
2018-05-11,-55.84,-47.71,-2.97,-4.97,-8.99,-6.12
2018-05-14,-54.4,-43.79,-3.37,-4.82,-8.87,-6.62
2018-05-15,-55.48,-45.46,-4.93,-5.65,-10.75,-7.68
2018-05-16,-56.22,-45.6,-5.08,-5.22,-9.41,-8.03
2018-05-17,-57.65,-48.25,-5.02,-5.34,-10.79,-8.5
2018-05-18,-56.83,-46.58,-4.98,-5.66,-11.54,-7.71
2018-05-21,-55.95,-46.2,-4.93,-5.06,-11.0,-7.66
2018-05-22,-57.93,-50.16,-4.98,-5.16,-10.7,-7.81
2018-05-23,-60.46,-55.1,-4.88,-5.35,-10.73,-7.14
2018-05-24,-60.31,-53.7,-4.07,-5.7,-11.21,-6.4
2018-05-25,-60.87,-54.86,-4.36,-5.97,-10.85,-5.81
2018-05-29,-60.91,-56.5,-4.38,-7.4,-12.92,-3.75
2018-05-30,-61.25,-56.95,-4.24,-6.19,-12.23,-4.4
2018-05-31,-60.79,-55.56,-4.45,-6.72,-12.27,-4.55
2018-06-01,-60.55,-55.37,-4.92,-5.75,-11.04,-5.06
2018-06-04,-60.69,-54.38,-5.01,-5.2,-10.14,-5.74
2018-06-05,-60.06,-53.12,-4.64,-5.3,-10.83,-5.52
2018-06-06,-59.96,-53.29,-4.59,-4.4,-9.49,-6.29
2018-06-07,-59.83,-53.44,-4.63,-4.82,-10.87,-5.38
2018-06-08,-60.11,-53.75,-4.52,-4.63,-11.04,-5.67
2018-06-11,-63.86,-58.97,-4.35,-4.32,-11.04,-5.84
2018-06-12,-65.56,-61.77,-4.67,-4.45,-11.27,-5.82
2018-06-13,-66.78,-63.26,-4.38,-4.64,-11.87,-5.86
2018-06-14,-65.08,-60.01,-4.23,-4.67,-12.46,-5.08
2018-06-15,-66.22,-62.22,-5.81,-5.04,-13.15,-5.0
2018-06-18,-64.77,-60.08,-5.99,-5.46,-14.21,-5.08
2018-06-19,-64.58,-58.61,-6.23,-6.1,-15.16,-4.53
2018-06-20,-64.55,-58.74,-6.65,-5.88,-14.79,-5.37
2018-06-21,-64.79,-59.43,-6.82,-6.59,-15.99,-4.87
2018-06-22,-68.17,-64.16,-6.59,-6.09,-15.12,-4.88
2018-06-25,-67.31,-64.58,-6.94,-7.42,-16.26,-4.66
2018-06-26,-68.12,-66.7,-7.43,-7.29,-16.59,-4.53
2018-06-27,-67.79,-65.97,-7.96,-8.19,-18.19,-3.63
2018-06-28,-69.11,-67.5,-8.24,-7.71,-17.49,-3.61
2018-06-29,-67.47,-66.45,-7.9,-7.27,-16.26,-3.94
2018-07-02,-65.4,-63.43,-8.83,-7.54,-17.09,-4.01
2018-07-03,-65.84,-64.29,-7.9,-7.62,-17.03,-3.5
2018-07-05,-65.27,-63.5,-7.59,-6.95,-17.24,-3.22
2018-07-06,-65.09,-63.53,-7.74,-6.27,-16.1,-2.91
2018-07-09,-64.73,-63.32,-7.51,-5.36,-14.6,-3.53
2018-07-10,-66.88,-66.58,-7.68,-5.17,-14.79,-3.54
2018-07-11,-66.54,-65.65,-8.69,-6.29,-16.45,-3.17
2018-07-12,-67.41,-66.91,-8.31,-5.4,-15.31,-3.17
2018-07-13,-67.36,-66.61,-8.71,-5.26,-15.25,-2.93
2018-07-16,-64.73,-63.02,-8.76,-5.39,-15.72,-3.33
2018-07-17,-61.7,-61.45,-9.74,-5.02,-15.1,-3.51
2018-07-18,-61.44,-63.03,-9.72,-4.97,-15.19,-3.9
2018-07-19,-60.94,-63.87,-10.11,-5.41,-16.24,-3.29
2018-07-20,-61.53,-65.32,-9.52,-5.09,-15.04,-4.48
2018-07-23,-59.66,-65.31,-9.96,-5.09,-15.6,-5.66
2018-07-24,-55.93,-63.12,-9.93,-4.61,-14.36,-5.33
2018-07-25,-57.2,-63.65,-9.43,-3.67,-12.97,-5.48
2018-07-26,-58.4,-64.3,-10.14,-4.07,-13.94,-5.67
2018-07-27,-57.28,-63.86,-10.09,-4.36,-13.63,-5.51
2018-07-30,-57.2,-64.83,-10.23,-4.67,-13.76,-5.83
2018-07-31,-59.29,-66.62,-9.97,-4.42,-13.3,-5.32
2018-08-01,-60.11,-67.63,-10.63,-4.63,-14.07,-6.09
2018-08-02,-60.41,-68.25,-11.11,-4.68,-15.21,-5.95
2018-08-03,-61.11,-67.82,-10.8,-4.33,-14.56,-5.49
2018-08-06,-63.63,-68.71,-11.26,-4.34,-15.21,-5.43
2018-08-07,-64.67,-70.75,-11.05,-3.9,-14.34,-5.92
2018-08-08,-67.01,-72.56,-10.8,-3.89,-14.46,-5.83
2018-08-09,-65.64,-71.87,-10.94,-4.14,-14.71,-5.03
2018-08-10,-67.64,-74.29,-10.98,-5.27,-16.53,-4.35
2018-08-13,-67.05,-77.96,-12.32,-5.83,-17.9,-4.54
2018-08-14,-67.56,-78.54,-12.23,-5.4,-17.4,-4.76
2018-08-15,-67.0,-78.28,-13.69,-6.52,-19.77,-4.2
2018-08-16,-66.86,-77.84,-13.76,-5.82,-19.27,-4.21
2018-08-17,-65.57,-75.71,-12.96,-5.39,-18.42,-4.09
2018-08-20,-67.0,-78.89,-12.53,-5.04,-18.05,-3.45
2018-08-21,-66.05,-78.31,-12.27,-4.59,-17.01,-3.77
2018-08-22,-66.64,-79.12,-12.08,-4.45,-16.35,-3.39
2018-08-23,-65.81,-78.68,-12.91,-4.9,-17.71,-3.24
2018-08-24,-64.84,-78.23,-11.39,-4.17,-16.18,-3.05
2018-08-27,-63.98,-78.03,-11.05,-3.25,-14.98,-3.61
2018-08-28,-62.87,-77.19,-11.76,-3.2,-15.29,-4.19
2018-08-29,-63.13,-77.74,-11.36,-2.62,-14.77,-4.06
2018-08-30,-63.49,-78.14,-11.79,-3.46,-16.99,-3.85
2018-08-31,-63.18,-78.23,-11.89,-3.76,-16.57,-4.08
2018-09-04,-61.49,-78.02,-12.34,-4.29,-18.19,-4.63
2018-09-05,-64.46,-82.12,-12.04,-4.81,-19.37,-4.88
2018-09-06,-65.84,-82.29,-11.87,-5.15,-19.29,-4.53
2018-09-07,-66.17,-83.29,-12.11,-5.54,-19.7,-5.35
2018-09-10,-66.88,-84.84,-12.17,-5.39,-20.49,-5.0
2018-09-11,-66.93,-85.76,-12.12,-5.1,-20.32,-5.72
2018-09-12,-66.77,-85.89,-11.38,-4.92,-19.91,-5.5
2018-09-13,-65.9,-83.74,-11.7,-4.27,-18.83,-5.35
2018-09-14,-65.93,-83.71,-12.27,-4.19,-18.91,-5.81
2018-09-17,-67.14,-84.78,-11.81,-4.5,-19.64,-5.81
2018-09-18,-66.67,-83.84,-11.95,-3.82,-18.87,-6.79
2018-09-19,-66.52,-83.85,-11.6,-3.57,-17.75,-7.35
2018-09-20,-65.89,-82.72,-11.3,-2.66,-16.84,-6.92
2018-09-21,-64.76,-81.03,-11.91,-2.61,-16.45,-6.96
2018-09-24,-65.49,-82.4,-11.92,-3.07,-17.4,-7.2
2018-09-25,-66.27,-83.19,-11.78,-2.87,-17.07,-7.29
2018-09-26,-66.02,-83.39,-12.25,-2.94,-16.9,-6.64
2018-09-27,-65.07,-82.42,-13.02,-2.94,-16.49,-6.58
2018-09-28,-65.24,-82.89,-12.47,-3.17,-17.05,-6.82
2018-10-01,-65.53,-82.25,-12.62,-2.9,-17.03,-7.51
2018-10-02,-65.7,-82.52,-11.61,-3.22,-18.07,-6.94
2018-10-03,-65.98,-83.04,-11.96,-3.29,-18.75,-8.56
2018-10-04,-65.59,-82.9,-11.91,-4.32,-20.78,-9.2
2018-10-05,-65.35,-82.49,-11.67,-4.88,-21.07,-9.98
2018-10-08,-65.2,-82.36,-12.64,-5.04,-20.95,-10.29
2018-10-09,-65.25,-82.46,-12.6,-5.22,-21.24,-9.38
2018-10-10,-65.55,-82.63,-12.38,-7.97,-23.58,-9.63
2018-10-11,-67.27,-85.42,-10.13,-9.52,-24.36,-8.53
2018-10-12,-67.17,-84.86,-10.56,-8.43,-22.13,-8.85
2018-10-15,-65.49,-83.87,-9.96,-8.92,-22.96,-8.88
2018-10-16,-65.49,-83.83,-10.11,-7.08,-21.03,-8.68
2018-10-17,-65.76,-84.07,-10.12,-7.33,-22.0,-9.22
2018-10-18,-66.12,-84.35,-10.02,-8.82,-24.05,-9.25
2018-10-19,-66.17,-84.33,-9.95,-8.63,-23.33,-9.45
2018-10-22,-66.06,-84.3,-10.18,-8.87,-22.5,-9.57
2018-10-23,-66.12,-84.28,-9.66,-9.57,-23.35,-9.28
2018-10-24,-66.02,-84.32,-9.45,-12.08,-25.82,-8.6
2018-10-25,-66.12,-84.4,-9.65,-10.82,-24.39,-8.98
2018-10-26,-66.13,-84.36,-9.36,-12.02,-25.26,-8.43
2018-10-29,-66.87,-84.82,-9.72,-12.6,-26.56,-8.64
2018-10-30,-66.86,-84.8,-10.11,-11.35,-25.13,-9.09
2018-10-31,-66.95,-84.81,-10.62,-10.37,-24.32,-9.55
2018-11-01,-66.63,-84.7,-9.47,-9.12,-21.61,-9.47
2018-11-02,-66.58,-84.56,-9.45,-9.29,-21.11,-10.6
2018-11-05,-66.41,-83.91,-9.67,-9.01,-20.9,-10.24
2018-11-06,-66.2,-83.19,-9.93,-8.62,-21.03,-10.3
2018-11-07,-65.84,-83.29,-9.94,-6.95,-19.54,-10.18
2018-11-08,-66.24,-83.67,-10.13,-7.71,-21.63,-10.19
2018-11-09,-66.59,-83.84,-11.14,-8.49,-23.08,-9.52
2018-11-12,-66.67,-83.81,-11.78,-10.17,-24.16,-8.93
2018-11-13,-66.73,-84.09,-11.74,-10.04,-23.29,-8.98
2018-11-14,-69.98,-86.04,-11.01,-10.37,-22.83,-8.93
2018-11-15,-70.45,-86.09,-10.91,-9.51,-21.11,-8.97
2018-11-16,-70.83,-86.52,-10.25,-9.27,-20.95,-8.44
2018-11-19,-74.51,-88.52,-10.22,-10.64,-22.02,-8.18
2018-11-20,-76.71,-89.97,-10.22,-12.27,-23.7,-8.15
2018-11-21,-75.92,-89.48,-10.07,-11.46,-22.29,-8.18
2018-11-23,-77.26,-90.51,-10.14,-12.05,-23.2,-8.09
2018-11-26,-80.23,-91.66,-10.24,-10.76,-22.25,-8.3
2018-11-27,-80.01,-91.54,-10.77,-10.66,-21.71,-8.19
2018-11-28,-77.73,-90.58,-10.44,-8.84,-19.83,-8.64
2018-11-29,-77.61,-90.96,-10.16,-9.22,-20.53,-8.28
2018-11-30,-78.98,-91.29,-10.32,-8.95,-20.61,-7.94
2018-12-03,-79.63,-91.62,-9.64,-7.77,-19.0,-7.28
2018-12-04,-79.3,-91.52,-9.09,-10.36,-20.72,-5.73
2018-12-06,-81.58,-92.94,-9.07,-10.75,-21.46,-5.44
2018-12-07,-82.11,-92.82,-8.34,-12.45,-22.93,-5.26
2018-12-10,-81.68,-92.95,-8.65,-12.72,-23.74,-4.87
2018-12-11,-82.08,-93.16,-8.76,-12.6,-23.16,-4.88
2018-12-12,-81.76,-93.03,-8.57,-11.67,-21.9,-5.31
2018-12-13,-82.66,-93.34,-8.77,-11.75,-21.92,-5.53
2018-12-14,-83.04,-93.51,-9.14,-13.17,-23.02,-5.2
2018-12-17,-81.45,-92.68,-8.51,-14.49,-23.74,-4.65
2018-12-18,-80.66,-92.22,-8.29,-14.53,-23.22,-4.08
2018-12-19,-80.4,-92.21,-8.85,-15.72,-24.49,-2.81
2018-12-20,-78.37,-91.06,-7.44,-16.45,-23.91,-3.17
2018-12-21,-79.61,-91.58,-7.85,-18.03,-24.44,-3.18
2018-12-24,-78.66,-89.21,-6.84,-19.49,-25.14,-2.7
2018-12-26,-79.82,-89.85,-7.12,-16.52,-23.65,-3.74
2018-12-27,-80.88,-91.03,-6.41,-16.12,-23.75,-3.73
2018-12-28,-79.47,-89.41,-6.03,-15.92,-23.02,-2.92
2018-12-31,-80.42,-89.74,-5.88,-15.51,-23.38,-2.55
2019-01-02,-79.37,-88.07,-5.82,-15.54,-23.18,-2.04
2019-01-03,-79.93,-88.53,-4.97,-16.97,-24.57,-0.92
2019-01-04,-79.82,-88.11,-5.74,-14.33,-22.14,-2.07
2019-01-07,-78.94,-88.33,-5.41,-13.8,-21.96,-2.36
2019-01-08,-78.91,-88.43,-5.67,-13.17,-21.67,-2.61
2019-01-09,-78.89,-88.4,-5.06,-12.36,-20.28,-2.76
2019-01-10,-80.75,-90.1,-5.62,-11.96,-19.71,-3.39
2019-01-11,-80.71,-90.19,-5.46,-12.27,-20.1,-3.01
2019-01-14,-80.61,-90.07,-5.23,-12.77,-20.77,-3.37
2019-01-15,-81.01,-90.61,-5.39,-11.98,-20.22,-3.73
2019-01-16,-80.88,-90.49,-5.09,-11.73,-19.24,-3.63
2019-01-17,-80.75,-90.48,-5.22,-11.09,-18.88,-3.61
2019-01-18,-80.86,-90.69,-6.06,-10.15,-18.49,-4.11
2019-01-22,-81.14,-90.86,-5.73,-11.34,-19.9,-3.46
2019-01-23,-81.24,-90.96,-5.86,-11.11,-19.08,-3.5
2019-01-24,-81.16,-90.97,-6.01,-10.96,-18.3,-2.87
2019-01-25,-81.17,-91.05,-4.63,-9.97,-17.22,-3.33
2019-01-28,-81.84,-91.8,-4.3,-10.59,-18.08,-3.43
2019-01-29,-81.96,-91.88,-3.76,-10.57,-17.94,-2.94
2019-01-30,-81.76,-91.62,-3.21,-9.31,-16.16,-3.01
2019-01-31,-81.91,-91.76,-3.17,-8.72,-15.45,-2.18
2019-02-01,-81.75,-91.72,-3.36,-8.82,-16.12,-2.77
2019-02-04,-81.9,-91.7,-3.78,-8.3,-15.98,-3.2
2019-02-05,-81.87,-91.73,-3.53,-7.76,-14.82,-2.76
2019-02-06,-82.14,-91.93,-4.18,-8.11,-15.98,-2.71
2019-02-07,-82.21,-91.96,-3.95,-9.07,-16.82,-2.07
2019-02-08,-80.82,-90.82,-3.59,-9.1,-17.29,-1.65
2019-02-11,-80.91,-90.67,-4.06,-9.22,-17.57,-2.04
2019-02-12,-80.89,-90.57,-3.86,-8.1,-16.88,-2.29
2019-02-13,-81.0,-90.57,-4.24,-8.05,-17.47,-2.66
2019-02-14,-81.08,-90.66,-3.7,-8.1,-17.31,-2.1
2019-02-15,-81.06,-90.61,-3.13,-7.15,-17.43,-1.95
2019-02-19,-79.35,-88.82,-1.65,-6.83,-16.78,-1.7
2019-02-20,-79.07,-88.49,-1.82,-6.58,-16.31,-1.98
2019-02-21,-79.31,-88.76,-2.93,-6.81,-16.49,-2.86
2019-02-22,-79.04,-88.53,-2.58,-6.24,-15.57,-2.28
2019-02-25,-79.69,-89.24,-2.69,-6.0,-14.63,-2.57
2019-02-26,-79.84,-89.38,-2.52,-5.94,-14.92,-2.09
2019-02-27,-79.85,-89.53,-3.21,-6.14,-15.65,-3.2
2019-02-28,-79.83,-89.48,-3.76,-6.47,-16.75,-3.53
2019-03-01,-79.81,-89.5,-5.39,-5.97,-16.65,-4.42
2019-03-04,-80.32,-90.17,-5.64,-6.24,-16.53,-3.67
2019-03-05,-79.62,-89.4,-5.52,-6.23,-15.71,-3.47
2019-03-06,-79.58,-89.32,-5.6,-6.69,-16.18,-3.11
2019-03-07,-79.54,-89.38,-5.68,-7.66,-17.73,-2.48
2019-03-08,-79.59,-89.6,-4.65,-7.9,-18.31,-2.07
2019-03-11,-79.57,-89.7,-5.12,-6.68,-16.78,-2.36
2019-03-12,-79.55,-89.66,-4.54,-6.32,-16.35,-1.68
2019-03-13,-79.56,-89.75,-3.87,-5.78,-16.26,-1.86
2019-03-14,-79.47,-89.71,-4.98,-5.87,-16.71,-2.57
2019-03-15,-79.28,-89.41,-4.55,-5.11,-15.49,-1.93
2019-03-18,-78.9,-89.28,-4.49,-4.58,-14.55,-1.98
2019-03-19,-78.7,-89.19,-4.23,-4.5,-14.51,-2.2
2019-03-20,-78.62,-89.18,-3.61,-4.74,-14.37,-1.18
2019-03-21,-78.92,-89.49,-4.0,-4.07,-14.25,-0.96
2019-03-22,-78.95,-89.45,-3.77,-6.06,-16.77,0.0
2019-03-25,-79.27,-89.61,-3.04,-6.07,-16.57,0.0
2019-03-26,-79.15,-89.58,-3.52,-5.43,-16.31,-0.07
2019-03-27,-78.62,-89.15,-4.02,-5.86,-17.22,0.0
2019-03-28,-78.71,-89.27,-5.38,-5.58,-16.67,0.0
2019-03-29,-78.56,-89.04,-5.29,-4.99,-15.8,-0.09
2019-04-01,-78.25,-89.09,-5.67,-3.83,-14.41,-1.51
2019-04-02,-74.47,-87.39,-5.32,-3.87,-14.69,-1.33
2019-04-03,-73.98,-87.58,-5.46,-3.42,-14.1,-2.19
2019-04-04,-74.25,-87.84,-5.22,-3.28,-13.57,-1.91
2019-04-05,-73.65,-87.27,-5.32,-2.91,-12.9,-1.78
2019-04-08,-72.33,-86.13,-4.91,-2.79,-12.9,-2.13
2019-04-09,-72.77,-86.45,-4.41,-3.31,-13.08,-1.82
2019-04-10,-72.14,-86.36,-4.11,-2.9,-12.67,-1.59
2019-04-11,-73.5,-87.27,-5.34,-3.2,-13.61,-2.16
2019-04-12,-73.37,-87.33,-5.43,-2.52,-12.98,-2.86
2019-04-15,-73.49,-87.57,-5.61,-2.55,-13.43,-2.61
2019-04-16,-72.61,-87.1,-6.46,-2.45,-12.78,-3.22
2019-04-17,-72.52,-87.16,-6.64,-2.41,-12.53,-3.18
2019-04-18,-72.28,-86.63,-6.57,-2.38,-12.59,-2.68
2019-04-22,-71.75,-86.78,-6.57,-2.4,-13.16,-3.15
2019-04-23,-70.85,-86.81,-6.76,-1.87,-12.96,-2.94
2019-04-24,-71.41,-87.24,-6.49,-2.41,-14.14,-2.15
2019-04-25,-72.74,-88.12,-6.41,-2.44,-14.25,-2.29
2019-04-26,-72.38,-87.97,-5.79,-2.07,-13.92,-1.96
2019-04-29,-72.55,-88.06,-6.21,-1.83,-13.74,-2.58
2019-04-30,-72.01,-87.52,-5.92,-1.74,-13.82,-2.08
2019-05-01,-71.73,-87.63,-6.54,-2.41,-14.47,-1.68
2019-05-02,-71.2,-87.53,-6.9,-2.63,-14.27,-2.15
2019-05-03,-69.82,-87.08,-6.35,-1.61,-13.25,-1.87
2019-05-06,-69.93,-86.72,-6.23,-2.42,-15.04,-1.6
2019-05-07,-69.5,-86.94,-5.91,-4.08,-16.71,-0.85
2019-05-08,-68.7,-86.85,-6.15,-4.13,-16.82,-1.28
2019-05-09,-67.7,-86.9,-5.92,-4.62,-18.14,-0.87
2019-05-10,-66.63,-86.68,-5.74,-4.03,-17.65,-1.01
2019-05-13,-59.11,-84.85,-4.78,-6.44,-20.39,-0.23
2019-05-14,-58.18,-83.29,-4.94,-5.57,-19.28,-0.52
2019-05-15,-57.07,-80.98,-5.0,-5.19,-19.12,0.0
2019-05-16,-58.75,-79.69,-5.68,-4.48,-19.51,-0.33
2019-05-17,-61.58,-81.25,-6.35,-5.2,-20.96,-0.11
2019-05-20,-58.26,-80.62,-6.36,-5.78,-21.3,-0.32
2019-05-21,-58.34,-80.36,-6.57,-4.92,-20.3,-0.48
2019-05-22,-59.82,-81.17,-6.67,-5.31,-20.69,0.0
2019-05-23,-58.76,-81.08,-5.95,-6.37,-21.71,0.0
2019-05-24,-58.21,-80.81,-5.84,-5.86,-21.63,0.0
2019-05-28,-54.38,-79.09,-6.21,-6.66,-21.36,0.0
2019-05-29,-54.7,-79.27,-6.18,-7.2,-20.85,0.0
2019-05-30,-56.47,-80.31,-5.54,-6.79,-20.41,0.0
2019-05-31,-55.14,-79.37,-4.27,-7.7,-20.14,0.0
2019-06-03,-57.05,-80.56,-2.89,-7.53,-19.41,0.0
2019-06-04,-59.68,-81.43,-2.86,-6.03,-19.24,-1.14
2019-06-05,-59.07,-80.99,-2.61,-5.7,-19.88,-1.7
2019-06-06,-59.08,-80.81,-2.29,-5.2,-19.84,-1.38
2019-06-07,-57.92,-80.69,-1.74,-4.2,-19.22,-0.53
2019-06-10,-58.14,-80.96,-2.72,-3.79,-18.37,-1.46
2019-06-11,-58.52,-81.09,-2.83,-3.52,-17.45,-1.4
2019-06-12,-57.38,-79.93,-2.33,-4.07,-18.33,-1.33
2019-06-13,-56.94,-80.29,-1.73,-3.74,-18.47,-0.99
2019-06-14,-54.52,-79.68,-1.76,-4.16,-19.37,-0.74
2019-06-17,-51.24,-78.89,-1.82,-4.07,-19.06,-0.57
2019-06-18,-52.49,-79.61,-1.33,-2.83,-17.1,-0.07
2019-06-19,-51.48,-79.27,-0.73,-2.51,-16.41,0.0
2019-06-20,-50.16,-79.1,0.0,-1.41,-15.18,0.0
2019-06-21,-46.93,-77.31,0.0,-1.67,-15.46,-1.1
2019-06-24,-42.39,-76.12,0.0,-1.78,-15.58,-0.36
2019-06-25,-38.31,-75.52,0.0,-2.57,-16.45,-0.05
2019-06-26,-31.9,-74.09,-0.92,-2.5,-15.66,-0.69
2019-06-27,-41.49,-77.36,-1.01,-2.13,-15.06,0.0
2019-06-28,-35.09,-76.05,-0.75,-1.71,-15.18,-0.07
2019-07-01,-44.63,-77.41,-2.67,-0.94,-14.17,-0.3
2019-07-02,-43.49,-77.57,-0.59,-0.7,-14.39,0.0
2019-07-03,-37.42,-76.68,-0.42,-0.07,-14.55,0.0
2019-07-05,-42.56,-77.84,-1.54,-0.54,-15.14,-1.33
2019-07-08,-35.72,-75.9,-2.17,-1.06,-15.66,-1.19
2019-07-09,-34.22,-76.24,-1.83,-1.11,-15.91,-1.23
2019-07-10,-36.4,-77.69,-0.28,-0.61,-15.2,-1.77
2019-07-11,-40.57,-79.33,-1.12,-0.49,-15.36,-3.08
2019-07-12,-38.18,-78.74,-0.5,-0.19,-15.3,-2.97
2019-07-15,-43.0,-82.32,-0.5,-0.11,-14.98,-2.41
2019-07-16,-50.42,-84.67,-1.34,-0.49,-15.1,-2.7
2019-07-17,-49.28,-83.73,0.0,-0.93,-15.36,-1.65
2019-07-18,-44.2,-82.57,0.0,-0.46,-14.85,-1.65
2019-07-19,-44.91,-82.97,-1.47,-1.03,-15.28,-1.88
2019-07-22,-45.89,-83.26,-1.49,-0.79,-15.26,-1.69
2019-07-23,-48.2,-83.63,-2.04,-0.25,-15.16,-2.23
2019-07-24,-48.67,-83.3,-1.55,0.0,-15.02,-1.8
2019-07-25,-48.14,-83.1,-2.24,-0.75,-15.77,-2.27
2019-07-26,-48.36,-83.1,-2.08,-0.25,-15.6,-2.04
2019-07-29,-50.2,-83.75,-1.43,-0.32,-15.75,-2.01
2019-07-30,-49.74,-83.8,-1.1,-0.8,-16.41,-1.77
2019-07-31,-47.23,-83.18,-2.4,-1.72,-17.44,-0.98
2019-08-01,-45.59,-83.24,-0.05,-2.52,-19.06,0.0
2019-08-02,-44.97,-83.24,-0.43,-3.38,-19.85,0.0
2019-08-05,-38.24,-81.98,0.0,-6.24,-22.81,0.0
2019-08-06,-39.95,-82.61,0.0,-5.17,-21.7,0.0
2019-08-07,-37.52,-82.58,0.0,-4.84,-21.35,0.0
2019-08-08,-37.4,-83.0,0.0,-3.44,-20.38,0.0
2019-08-09,-37.94,-83.81,-0.33,-4.09,-21.19,-0.2
2019-08-12,-40.45,-83.74,0.0,-5.17,-22.14,0.0
2019-08-13,-43.0,-83.94,-0.6,-3.78,-21.15,-0.34
2019-08-14,-47.41,-85.64,0.0,-6.53,-23.42,0.0
2019-08-15,-46.05,-85.5,0.0,-6.36,-22.91,0.0
2019-08-16,-45.72,-85.73,-0.64,-5.08,-21.84,-0.8
2019-08-19,-42.89,-84.37,-1.8,-4.28,-21.53,-2.22
2019-08-20,-43.69,-84.88,-1.04,-4.78,-21.37,-1.21
2019-08-21,-46.96,-85.62,-1.35,-4.0,-20.62,-1.87
2019-08-22,-47.0,-85.28,-1.6,-4.14,-21.65,-2.52
2019-08-23,-45.55,-85.02,0.0,-6.14,-22.81,-0.92
2019-08-26,-45.74,-85.46,0.0,-5.28,-22.4,-1.32
2019-08-27,-46.71,-85.57,0.0,-5.53,-22.26,0.0
2019-08-28,-48.97,-86.62,-0.28,-5.14,-22.04,0.0
2019-08-29,-50.25,-86.96,-1.0,-4.08,-21.17,-0.38
2019-08-30,-49.79,-87.01,-1.25,-3.89,-20.56,-0.35
2019-09-03,-44.42,-86.19,0.0,-4.41,-21.05,-0.22
2019-09-04,-44.57,-86.46,0.0,-3.13,-19.73,-0.07
2019-09-05,-44.67,-86.6,-2.4,-2.08,-18.82,-1.88
2019-09-06,-45.83,-86.92,-3.23,-1.95,-18.46,-1.19
2019-09-09,-45.93,-86.06,-3.59,-1.83,-18.21,-2.94
2019-09-10,-47.08,-86.17,-4.42,-1.81,-18.15,-4.64
2019-09-11,-46.75,-86.25,-3.84,-1.05,-17.57,-4.81
2019-09-12,-45.54,-86.07,-3.64,-0.63,-16.98,-5.44
2019-09-13,-45.8,-86.07,-4.44,-0.52,-16.51,-7.46
2019-09-16,-46.23,-84.83,-3.64,-0.93,-17.16,-6.28
2019-09-17,-46.42,-83.95,-3.45,-0.77,-17.16,-5.77
2019-09-18,-46.65,-83.74,-4.06,-0.83,-17.49,-5.37
2019-09-19,-46.29,-82.97,-3.67,-0.72,-17.83,-5.08
2019-09-20,-46.73,-83.22,-2.53,-1.09,-17.75,-3.83
2019-09-23,-49.1,-84.46,-1.98,-1.23,-17.67,-3.85
2019-09-24,-54.9,-87.07,-1.47,-1.81,-18.54,-2.69
2019-09-25,-55.6,-86.85,-3.29,-1.55,-18.6,-4.11
2019-09-26,-57.52,-87.17,-3.32,-1.65,-18.62,-3.5
2019-09-27,-56.83,-86.56,-3.82,-2.2,-19.67,-3.26
2019-09-30,-56.61,-86.16,-5.31,-1.73,-19.21,-3.02
2019-10-01,-56.35,-86.36,-4.79,-2.86,-19.79,-2.73
2019-10-02,-56.09,-86.1,-3.68,-4.49,-20.4,-2.49
2019-10-03,-56.79,-86.52,-3.25,-3.69,-19.37,-1.6
2019-10-04,-57.07,-86.38,-3.25,-2.68,-19.02,-0.88
2019-10-07,-56.86,-86.06,-4.07,-3.06,-19.69,-1.7
2019-10-08,-56.95,-86.0,-3.23,-4.34,-20.26,-1.43
2019-10-09,-55.03,-85.13,-3.14,-3.52,-19.65,-1.99
2019-10-10,-55.08,-85.25,-3.99,-2.76,-18.82,-3.45
2019-10-11,-56.46,-85.95,-4.52,-1.44,-17.51,-4.65
2019-10-14,-56.19,-85.62,-4.14,-1.71,-17.87,-3.95
2019-10-15,-57.07,-86.04,-4.81,-0.72,-17.14,-5.11
2019-10-16,-57.9,-86.46,-4.26,-0.69,-16.9,-5.0
2019-10-17,-57.6,-86.3,-4.13,-0.45,-16.59,-5.23
2019-10-18,-58.29,-86.64,-4.23,-0.79,-17.02,-5.23
2019-10-21,-56.87,-86.54,-4.68,-0.07,-16.27,-5.94
2019-10-22,-57.74,-86.74,-4.4,-0.39,-16.21,-5.39
2019-10-23,-60.69,-87.5,-4.18,-0.03,-16.19,-5.3
2019-10-24,-60.8,-87.52,-3.5,0.0,-16.19,-5.49
2019-10-25,-54.69,-86.03,-3.27,0.0,-15.6,-5.95
2019-10-28,-51.57,-85.95,-4.1,0.0,-15.1,-6.8
2019-10-29,-50.68,-85.36,-4.37,-0.12,-15.54,-6.74
