date,BTC_return_pct,GOLD_return_pct,ETF_return_pct,BTC_real_return_pct,GOLD_real_return_pct,ETF_real_return_pct,BTC_cumulative,GOLD_cumulative,ETF_cumulative
2015-01-01,,,,,,,,,
2015-02-01,16.921879119020076,-5.90521949481232,5.508411201304941,16.62627307302822,-6.143113259633671,5.24166109012727,116.92187911902008,94.09478050518769,105.50841120130494
2015-03-01,-3.948274599751067,-2.1522037888980217,-1.4611717336348362,-4.206338105801488,-2.4150928233669267,-1.7259173735341138,112.30548226421216,92.06966907399975,103.96675212022426
2015-04-01,-3.3080265589301217,-0.16716737223684275,2.865717995527528,-3.4087209289147213,-0.271132611826852,2.7585943295400206,108.59038708377746,91.9157586275816,106.94614604509903
2015-05-01,-2.521756430715716,0.5552104050766671,0.0,-2.8421582507100362,0.2246948844436103,-0.3286905962422093,105.8520020143532,92.42608448338707,106.94614604509903
2015-06-01,14.284716180825697,-1.5162101232906178,-2.5783311524655517,13.969258299027043,-1.7880530151857532,-2.847242292318297,120.97266007382545,91.02471083388882,104.18872024525695
2015-07-01,8.202318631636807,-6.620986259282224,0.8241991231441759,8.030947003532729,-6.768880628070917,0.6645130149855794,130.8952231102475,84.99797723702567,105.04744276393347
2015-08-01,-19.179341405669803,3.707232801234017,-6.806783306091646,-19.179001870149126,3.70766848549966,-6.806391792239808,105.79038138621995,88.1490501295421,97.89709096640188
2015-09-01,2.6097984008702113,-1.8011386601445412,-3.437179705289062,2.8409424195333877,-1.5799309412718676,-3.219657415174315,108.551297067912,86.56136350910873,94.53219202363634
2015-10-01,33.087345741177955,2.2833636790845047,7.656658218940726,32.95578837956143,2.1822561741752677,7.550239191370078,144.4680400353052,88.53787424359604,101.77019887375893
2015-11-01,20.10244020379246,-6.752062833262484,-0.5338406351075076,19.959134923002118,-6.863325533638309,-0.6525228689799989,173.50964139699337,82.55974134343352,101.2269081977411
2015-12-01,14.111583942323126,-0.4513334897339294,-2.105763784127568,14.234449195620492,-0.34414829692843707,-2.0003599354254553,197.99460009075395,82.18712158171289,99.095308625121
2016-01-01,-14.353164499452431,5.410997351969926,-5.302739589136552,-14.313882250325305,5.4593445096263515,-5.259306327961455,169.57610943969505,86.63426455415967,93.84054246367967
2016-02-01,18.69201772263378,10.930343875618398,-1.2486087954726055,18.850049700927627,11.07804160653445,-1.1171266788926104,201.27330586951567,96.10368758404229,92.66884119675896
2016-03-01,-4.79052575029868,-0.8428860461434318,7.394656893710239,-5.088055357328991,-1.1527520272492264,7.059048590917394,191.63125632335908,95.29364301156713,99.52138405063648
2016-04-01,7.580223349397341,5.108808370802587,1.3378426838467128,7.169694278572192,4.707710287041755,0.9511347081501809,206.15733355992583,100.16201262258481,100.85282360602092
2016-05-01,18.52881089554299,-6.138296703293311,0.334436026124596,18.249258312416707,-6.359671417297241,0.09779524186548372,244.35583604253827,94.01377110382046,101.19011178152336
2016-06-01,26.713348191662334,8.969501879279118,-0.04968482405912633,26.362571091532217,8.667844584153261,-0.3263745510283633,309.631461351229,102.44633806975881,101.13983565251947
2016-07-01,-7.226091336683538,1.9846560311608918,3.7702255212645364,-7.1793374999720605,2.0360516662468298,3.822521002283241,287.2572091468812,104.47954549696374,104.95303554845576
2016-08-01,-7.877467543494365,-3.2563165509125747,0.3427739148495812,-8.047508094786993,-3.434886861878894,0.1575603721935659,264.6286157299879,101.07736076462788,105.31278717715868
2016-09-01,5.953895478755822,0.6892135107908315,0.9393400531588547,5.676683367902768,0.4257756325388051,0.6752477571860149,280.3843269174298,101.77399959136848,106.30203236821167
2016-10-01,14.963386012549872,-2.944919584699579,-1.9119966300378266,14.694692191075266,-3.1717578969207016,-2.1412491023285463,322.3393160727746,98.7768371452702,104.26954109166975
2016-11-01,6.379569384552086,-8.356570639157301,1.0350231267578058,6.254301118850902,-8.464486224126844,0.916048381932355,342.9031763953279,90.52248097410033,105.34875495613277
2016-12-01,29.24160384029304,-1.9149882681417818,1.9622868971382212,28.91615215754715,-2.1619825112628277,1.7055290354182517,443.1735647926309,88.78898608341544,107.41599977093522
2017-01-01,0.6910591632090402,5.419215772584596,2.906871056932925,0.2855968039453316,4.9947140909645915,2.4924860750890065,446.23615632105054,93.60065282156582,110.53844437879165
