date,BTC,GOLD,ETF
2014-09-17,457.3340148925781,117.54000091552734,48.11027145385742
2014-09-18,424.44000244140625,117.77999877929688,48.4136962890625
2014-09-19,394.7959899902344,117.08999633789062,48.26997375488281
2014-09-22,402.1520080566406,116.8499984741211,47.878692626953125
2014-09-23,435.7909851074219,117.5999984741211,47.57526397705078
2014-09-24,423.2049865722656,117.05000305175781,47.8707160949707
2014-09-25,411.5740051269531,117.38999938964844,47.09615707397461
2014-09-26,404.42498779296875,117.05999755859375,47.42354202270508
2014-09-29,375.4670104980469,117.02999877929688,47.15205383300781
2014-09-30,386.9440002441406,116.20999908447266,47.03227233886719
2014-10-01,383.614990234375,116.7699966430664,46.41741943359375
2014-10-02,375.0719909667969,116.73999786376953,46.2337646484375
2014-10-03,359.5119934082031,114.61000061035156,46.49726867675781
2014-10-06,330.0790100097656,116.02999877929688,46.73681640625
2014-10-07,336.18701171875,116.36000061035156,46.026153564453125
2014-10-08,352.94000244140625,117.47000122070312,46.78474044799805
2014-10-09,365.0260009765625,117.63999938964844,45.73070526123047
2014-10-10,361.56201171875,117.58999633789062,45.0359992980957
2014-10-13,390.41400146484375,118.5199966430664,44.72456359863281
2014-10-14,400.8699951171875,118.58999633789062,44.78845977783203
2014-10-15,394.77301025390625,118.98999786376953,44.469051361083984
2014-10-16,382.5559997558594,119.22000122070312,44.341285705566406
2014-10-17,383.75799560546875,118.98999786376953,44.96413803100586
2014-10-20,382.8450012207031,119.80000305175781,45.28352737426758
2014-10-21,386.4750061035156,120.0199966430664,45.95428466796875
2014-10-22,383.1579895019531,119.33999633789062,45.60294723510742
2014-10-23,358.4169921875,118.5199966430664,46.11397933959961
2014-10-24,358.3450012207031,118.3499984741211,46.37749099731445
2014-10-27,352.989013671875,118.05999755859375,46.24972915649414
2014-10-28,357.6180114746094,118.0999984741211,46.8326530456543
2014-10-29,335.59100341796875,116.41000366210938,46.62503433227539
2014-10-30,345.30499267578125,115.19000244140625,46.97637939453125
2014-10-31,338.3210144042969,112.66000366210938,47.599220275878906
2014-11-03,327.5539855957031,112.1500015258789,47.39958953857422
2014-11-04,330.49200439453125,112.22000122070312,47.176002502441406
2014-11-05,339.4859924316406,109.79000091552734,47.367652893066406
2014-11-06,349.2900085449219,109.87999725341797,47.319732666015625
2014-11-07,342.4150085449219,112.97000122070312,47.4315299987793
2014-11-10,366.92401123046875,110.45999908447266,47.535335540771484
2014-11-11,367.69500732421875,112.04000091552734,47.695037841796875
2014-11-12,423.5610046386719,111.5,47.54331970214844
2014-11-13,420.7349853515625,111.66999816894531,47.61518478393555
2014-11-14,397.8179931640625,114.47000122070312,47.67906188964844
2014-11-17,387.4079895019531,114.05000305175781,47.60719299316406
2014-11-18,375.197998046875,115.05000305175781,47.95854568481445
2014-11-19,380.55499267578125,113.68000030517578,47.878692626953125
2014-11-20,357.8399963378906,114.86000061035156,47.84674835205078
2014-11-21,350.8479919433594,115.38999938964844,48.26197814941406
2014-11-24,376.9010009765625,115.11000061035156,48.38175582885742
2014-11-25,375.3479919433594,115.37999725341797,48.35780334472656
2014-11-26,368.3699951171875,115.16000366210938,48.54944610595703
2014-11-28,376.4469909667969,112.11000061035156,48.253997802734375
2014-12-01,379.2449951171875,116.58000183105469,47.950557708740234
2014-12-02,381.31500244140625,115.13999938964844,48.15817642211914
2014-12-03,375.010009765625,116.33000183105469,48.28594207763672
2014-12-04,369.60400390625,115.87999725341797,48.17415237426758
2014-12-05,376.85400390625,114.43000030517578,48.22206497192383
2014-12-08,361.90899658203125,115.77999877929688,47.77488708496094
2014-12-09,352.218994140625,118.19000244140625,47.62316131591797
2014-12-10,346.364990234375,117.95999908447266,46.90450668334961
2014-12-11,350.5060119628906,117.69000244140625,46.93645095825195
2014-12-12,352.5419921875,117.41000366210938,46.14591979980469
2014-12-15,345.3450012207031,114.38999938964844,45.64287185668945
2014-12-16,327.06201171875,114.94999694824219,45.50711441040039
2014-12-17,319.7760009765625,114.2699966430664,46.27870559692383
2014-12-18,311.39599609375,115.1500015258789,47.28545379638672
2014-12-19,317.8429870605469,114.7699966430664,47.41432571411133
2014-12-22,331.885986328125,112.55000305175781,47.69621658325195
2014-12-23,334.5719909667969,112.73999786376953,47.68010711669922
2014-12-24,322.53399658203125,112.7699966430664,47.768707275390625
2014-12-26,327.92401123046875,114.83000183105469,47.961997985839844
2014-12-29,312.6700134277344,113.66999816894531,47.8572883605957
2014-12-30,310.73699951171875,115.19999694824219,47.543182373046875
2014-12-31,320.1929931640625,113.58000183105469,47.116329193115234
2015-01-02,315.0320129394531,114.08000183105469,47.00355911254883
2015-01-05,274.4739990234375,115.80000305175781,46.07734680175781
2015-01-06,286.1889953613281,117.12000274658203,45.60215377807617
2015-01-07,294.3370056152344,116.43000030517578,46.198150634765625
2015-01-08,283.3489990234375,115.94000244140625,46.92302703857422
2015-01-09,290.4079895019531,117.26000213623047,46.633079528808594
2015-01-12,267.7959899902344,118.55999755859375,46.36729049682617
2015-01-13,225.86099243164062,118.16000366210938,46.39950180053711
2015-01-14,178.10299682617188,117.97000122070312,46.18206024169922
2015-01-15,209.843994140625,120.94000244140625,46.07734680175781
2015-01-16,208.0970001220703,122.5199966430664,46.61697006225586
2015-01-20,211.31500244140625,124.19999694824219,46.72166442871094
2015-01-21,226.89700317382812,124.2300033569336,47.06800079345703
2015-01-22,233.406005859375,125.2300033569336,47.61566925048828
2015-01-23,232.87899780273438,124.2300033569336,47.32572555541992
2015-01-26,273.4729919433594,122.98999786376953,47.647891998291016
2015-01-27,263.4750061035156,124.4000015258789,47.31767272949219
2015-01-28,233.9149932861328,123.41999816894531,46.689456939697266
2015-01-29,233.51300048828125,120.76000213623047,47.13242721557617
2015-01-30,226.4250030517578,123.44999694824219,46.49615478515625
2015-02-02,238.22900390625,122.41999816894531,47.10021209716797
2015-02-03,227.26800537109375,121.05000305175781,47.833133697509766
2015-02-04,226.85299682617188,121.58000183105469,47.551246643066406
2015-02-05,217.11099243164062,121.79000091552734,48.06670379638672
2015-02-06,222.26600646972656,118.63999938964844,47.664005279541016
2015-02-09,220.11000061035156,119.16999816894531,47.49485778808594
2015-02-10,219.83900451660156,118.47000122070312,47.897560119628906
2015-02-11,219.18499755859375,117.06999969482422,47.776763916015625
2015-02-12,221.76400756835938,117.33999633789062,48.37275695800781
2015-02-13,235.427001953125,117.9800033569336,48.67881393432617
2015-02-17,243.61000061035156,116.01000213623047,48.719085693359375
2015-02-18,236.3260040283203,116.33999633789062,48.815738677978516
2015-02-19,240.2830047607422,115.94000244140625,48.807674407958984
2015-02-20,243.7790069580078,115.27999877929688,49.13789749145508
2015-02-23,238.89199829101562,115.43000030517578,49.009037017822266
2015-02-24,238.73500061035156,115.26000213623047,49.23455047607422
2015-02-25,237.47000122070312,115.69999694824219,49.258697509765625
2015-02-26,236.42599487304688,116.06999969482422,49.17816925048828
2015-02-27,253.8280029296875,116.16000366210938,49.05735397338867
2015-03-02,275.6700134277344,115.68000030517578,49.250648498535156
2015-03-03,281.7019958496094,115.47000122070312,48.99292755126953
2015-03-04,273.0920104980469,115.11000061035156,48.76740646362305
2015-03-05,276.1780090332031,115.0,48.815738677978516
2015-03-06,272.7229919433594,111.86000061035156,48.155303955078125
2015-03-09,289.60699462890625,111.97000122070312,48.219722747802734
2015-03-10,291.760009765625,111.41999816894531,47.341835021972656
2015-03-11,296.3789978027344,110.75,47.366004943847656
2015-03-12,294.35400390625,110.72000122070312,47.92173385620117
2015-03-13,285.3370056152344,110.87999725341797,47.61566925048828
2015-03-16,290.5929870605469,110.80999755859375,48.1875114440918
2015-03-17,285.5050048828125,110.20999908447266,48.139190673828125
2015-03-18,256.29901123046875,112.37000274658203,48.92042922973633
2015-03-19,260.9280090332031,112.29000091552734,48.50162124633789
2015-03-20,261.7489929199219,113.56999969482422,49.226478576660156
2015-03-23,266.739990234375,114.29000091552734,49.274810791015625
2015-03-24,245.59500122070312,114.56999969482422,49.12983703613281
2015-03-25,246.19700622558594,114.7300033569336,48.614376068115234
2015-03-26,248.53199768066406,115.4800033569336,48.37275695800781
2015-03-27,247.0290069580078,115.05999755859375,48.42108154296875
2015-03-30,247.5260009765625,113.75,48.83988571166992
2015-03-31,244.2239990234375,113.66000366210938,48.34053039550781
2015-04-01,247.27200317382812,115.5999984741211,48.48550796508789
2015-04-02,253.0050048828125,115.27999877929688,48.77546310424805
2015-04-06,255.49200439453125,116.69000244140625,49.17816925048828
2015-04-07,253.17999267578125,116.11000061035156,49.09761428833008
2015-04-08,245.02200317382812,115.47000122070312,49.41172790527344
2015-04-09,243.67599487304688,114.66999816894531,49.60503387451172
2015-04-10,236.07200622558594,115.97000122070312,49.82249450683594
2015-04-13,224.58700561523438,115.13999938964844,49.556697845458984
2015-04-14,219.15899658203125,114.44000244140625,49.741947174072266
2015-04-15,223.83299255371094,115.43000030517578,50.015785217285156
2015-04-16,228.572998046875,115.02999877929688,50.088279724121094
2015-04-17,222.8820037841797,115.5999984741211,49.46811294555664
2015-04-20,224.62600708007812,114.72000122070312,49.73389434814453
2015-04-21,235.2689971923828,115.37999725341797,49.87886428833008
2015-04-22,234.17599487304688,113.83000183105469,50.0963249206543
2015-04-23,236.46200561523438,114.66000366210938,50.28157043457031
2015-04-24,231.26800537109375,113.05000305175781,50.458763122558594
2015-04-27,229.28599548339844,115.33000183105469,50.442657470703125
2015-04-28,225.85499572753906,116.33000183105469,50.539306640625
2015-04-29,225.80799865722656,115.51000213623047,50.24934768676758
2015-04-30,236.14500427246094,113.47000122070312,49.72584533691406
2015-05-01,232.07899475097656,113.08000183105469,50.1768684387207
2015-05-04,239.01800537109375,114.0999984741211,50.28961944580078
2015-05-05,236.12100219726562,114.41999816894531,49.65336227416992
2015-05-06,229.78199768066406,114.36000061035156,49.51642990112305
2015-05-07,237.33399963378906,113.41999816894531,49.52449035644531
2015-05-08,243.86300659179688,113.97000122070312,50.31379318237305
2015-05-11,242.1580047607422,113.52999877929688,50.015785217285156
2015-05-12,241.11199951171875,114.5,49.91108703613281
2015-05-13,236.3769989013672,116.55000305175781,50.03995132446289
2015-05-14,236.9290008544922,117.18000030517578,50.57152557373047
2015-05-15,237.60499572753906,117.52999877929688,50.66816711425781
2015-05-18,233.1280059814453,117.5199966430664,50.62789535522461
2015-05-19,231.94700622558594,115.88999938964844,50.539306640625
